NrRegisto,DataRegisto,NomeAlojamento,Modalidade,NrCamas,NrUtentes,MoradaFornecida,CodPostal,Freguesia,RuaPadronizada,RuaMatch,LimpezaDados,Ano,Mes,NrPredio,Endereco,Latitude,Longitude
92370/AL,2019-03-06,Apt in Lisbon - Sena 4 G,Apartamento,2.0,3,Rua Sena,1990-517,Parque das Nações,rua sena,rua do sena,done,2019,3,,rua do sena,38.7898736,-9.098981
92372/AL,2019-03-06,CASA LUZ LISBOA,Apartamento,4.0,6,"Rua General Farinha Beirão, 23",1150-171,Arroios,rua general farinha beirão,rua general farinha beirão,done,2019,3,23.0,"rua general farinha beirão, 23",38.7281382,-9.1412886
92373/AL,2019-03-06,Sete Rios Apartamento C/V Dtª,Apartamento,3.0,4,"Rua Filipe da Mata, 135",1600-070,Avenidas Novas,rua filipe da mata,rua filipe da mata,done,2019,3,135.0,"rua filipe da mata, 135",38.7410782,-9.1616907
92374/AL,2019-03-06,Sete Rios Apartamento C/V Dtª,Apartamento,1.0,2,"Rua Capitão Roby, 80",1900-114,Beato,rua capitão roby,rua capitão roby,done,2019,3,80.0,"rua capitão roby, 80",38.7354626,-9.1220746
9239/AL,2015-03-13,S Cristovão 5/1,Apartamento,1.0,2,"Rua São Cristóvão, 5",1100-514,Santa Maria Maior,rua são cristóvão,rua de são cristóvão,done,2015,3,5.0,"rua de são cristóvão, 5",38.7128929,-9.1358339
9243/AL,2015-03-13,Mouros House - Bairro Alto,Apartamento,1.0,4,"Rua Mouros, 18",1200-282,Misericórdia,rua mouros,rua dos mouros,done,2015,3,18.0,"rua dos mouros, 18",38.7143157,-9.1449228
92436/AL,2019-03-07,Varanda do Céu Apartamento,Apartamento,3.0,6,"Avenida Dom Carlos I, 35",1200-646,Estrela,avenida dom carlos i,avenida dom carlos i,done,2019,3,35.0,"avenida dom carlos i, 35",38.7073437,-9.1529402
92444/AL,2019-03-07,WLFT,Apartamento,4.0,8,"Rua Fanqueiros, 207",1100-230,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2019,3,207.0,"rua dos fanqueiros, 207",38.7122142,-9.1366832
92461/AL,2019-03-07,Say What Lisbon?,Apartamento,4.0,5,"Rua Fernão de Magalhães, 14",1170-126,São Vicente,rua fernão de magalhães,rua fernão de magalhães,done,2019,3,14.0,"rua fernão de magalhães, 14",38.7193219,-9.1215718
92462/AL,2019-03-07,ALAMEDA APARTMENTS,Estabelecimento de hospedagem,5.0,5,"Rua Actor Joaquim de Almeida, 7",1900-022,Penha de França,rua actor joaquim de almeida,rua actor joaquim de almeida,done,2019,3,7.0,"rua actor joaquim de almeida, 7",38.7351599,-9.1311096
92463/AL,2019-03-07,Romantic Apartment with River View,Apartamento,2.0,4,"Travessa Olival a Santos, 10",1200-746,Estrela,travessa olival a santos,travessa do olival a santos,done,2019,3,10.0,"travessa do olival a santos, 10",38.7048674,-9.1632043
92464/AL,2019-03-07,Wal Apartments,Apartamento,5.0,7,"Avenida General Roçadas, 24",1170-162,Penha de França,avenida general roçadas,avenida general roçadas,done,2019,3,24.0,"avenida general roçadas, 24",38.724929,-9.1284297
92465/AL,2019-03-07,Belém Sunny Shelter,Apartamento,4.0,6,"Rua General Massano de Amorim, 15",1300-270,Ajuda,rua general massano de amorim,rua general massano de amorim,done,2019,3,15.0,"rua general massano de amorim, 15",38.70233109999999,-9.2005617
92514/AL,2019-03-08,Sant'Ana Apartment,Apartamento,2.0,4,"Calçada Santana, 90",1150-305,Arroios,calçada santana,calçada de santana,done,2019,3,90.0,"calçada de santana, 90",38.7164247,-9.1384609
92516/AL,2019-03-08,Lisbon Boutique Graça,Apartamento,3.0,6,"Rua Machado de Castro, 6",1170-205,São Vicente,rua machado de castro,rua machado de castro,done,2019,3,6.0,"rua machado de castro, 6",38.7207128,-9.1234903
92517/AL,2019-03-08,DPV1E,Apartamento,1.0,2,"Rua Dom Pedro V, 107",1250-093,Misericórdia,rua dom pedro v,rua dom pedro v,done,2019,3,107.0,"rua dom pedro v, 107",38.715852,-9.1471128
92518/AL,2019-03-08,Giggi 3,Apartamento,1.0,2,"Rua Benformoso, 171",1100-084,Santa Maria Maior,rua benformoso,rua do benformoso,done,2019,3,171.0,"rua do benformoso, 171",38.719384,-9.1351303
92538/AL,2019-03-08,Tomás de Anunciação,Apartamento,5.0,10,Rua Tomás da Anunciação,1350-321,Campo de Ourique,rua tomás da anunciação,rua tomás de anunciação,done,2019,3,,rua tomás de anunciação,38.7183532,-9.1656715
92540/AL,2019-03-08,Charming Dowtown Apartment,Apartamento,1.0,2,"Travessa Bica, 5B 3",1170-060,Arroios,travessa bica,travessa da bica aos anjos,done,2019,3,3.0,"travessa da bica aos anjos, 3",38.7217853,-9.1339921
92646/AL,2019-03-12,Mato Grosso,Apartamento,2.0,4,"Rua Mato Grosso, 14",1170-236,São Vicente,rua mato grosso,rua do mato grosso,done,2019,3,14.0,"rua do mato grosso, 14",38.719874,-9.1223196
92649/AL,2019-03-12,Férias no Bairro,Apartamento,3.0,4,"Rua Alfredo Roque Gameiro, 20",1600-006,Avenidas Novas,rua alfredo roque gameiro,rua alfredo roque gameiro,done,2019,3,20.0,"rua alfredo roque gameiro, 20",38.74533,-9.157827
92650/AL,2019-03-12,Apartamento,Apartamento,2.0,2,"Rua Crucifixo, 75",1100-182,Santa Maria Maior,rua crucifixo,rua do crucifixo,done,2019,3,75.0,"rua do crucifixo, 75",38.710441,-9.1390489
92651/AL,2019-03-12,Apartamento,Apartamento,2.0,2,"Rua Crucifixo, 75",1100-182,Santa Maria Maior,rua crucifixo,rua do crucifixo,done,2019,3,75.0,"rua do crucifixo, 75",38.710441,-9.1390489
92652/AL,2019-03-12,Apartamento,Apartamento,2.0,2,"Rua Crucifixo, 75",1100-182,Santa Maria Maior,rua crucifixo,rua do crucifixo,done,2019,3,75.0,"rua do crucifixo, 75",38.710441,-9.1390489
92676/AL,2018-10-19,Bairro Alto Studio,Apartamento,2.0,2,"Rua Luz Soriano, 138",1200-249,Misericórdia,rua luz soriano,rua luz soriano,done,2018,10,138.0,"rua luz soriano, 138",38.7130214,-9.1457524
92701/AL,2019-03-13,CALÇADA DE SANTANA,Apartamento,2.0,3,"Calçada Santana, 143-147",1150-303,Arroios,calçada santana,calçada de santana,done,2019,3,147.0,"calçada de santana, 147",38.7170334,-9.1387593
92702/AL,2019-03-13,Morgan - Jupiter Serviced Apartments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,3,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
92703/AL,2019-03-13,Morgan - Jupiter Serviced Apartments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,3,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
92704/AL,2019-03-13,Mira Apartment,Apartamento,3.0,4,"Rua Senhora Glória, 58",1170-353,São Vicente,rua senhora glória,rua da senhora da glória,done,2019,3,58.0,"rua da senhora da glória, 58",38.7183525,-9.1276721
92705/AL,2019-03-13,Casa do Sol ao Rato,Apartamento,6.0,8,"Rua Sol ao Rato, 100",1250-263,Campo de Ourique,rua sol ao rato,rua do sol ao rato,done,2019,3,100.0,"rua do sol ao rato, 100",38.7199694,-9.1597141
92706/AL,2019-03-13,Amar LX,Apartamento,3.0,5,"Rua David Lopes, 17",1900-176,Penha de França,rua david lopes,rua david lopes,done,2019,3,17.0,"rua david lopes, 17",38.7269652,-9.1204081
92707/AL,2019-03-13,Atypic House with Rooftop in Graça,Apartamento,4.0,4,"Travessa Olival à Graça, 19",1170-279,São Vicente,travessa olival à graça,travessa do olival à graça,done,2019,3,19.0,"travessa do olival à graça, 19",38.719191,-9.124611
92708/AL,2019-03-13,YlH Parque das Nações 16,Apartamento,2.0,4,"Avenida Dom João II, 57",1990-086,Parque das Nações,avenida dom joão ii,avenida d joão ii,done,2019,3,57.0,"avenida d joão ii, 57",38.7746884,-9.0980786
92710/AL,2019-03-13,Sete Colinas,Apartamento,3.0,6,"Rua Estácio da Veiga, 9",1170-120,Penha de França,rua estácio da veiga,rua estácio da veiga,done,2019,3,9.0,"rua estácio da veiga, 9",38.728155,-9.1292204
92712/AL,2019-03-13,Campo Ourique Style Lisbon Terrace Apartment,Apartamento,1.0,2,"Rua André Brun, 7",1350-017,Campo de Ourique,rua andré brun,rua andré brun,done,2019,3,7.0,"rua andré brun, 7",38.715811,-9.1707632
92721/AL,2019-03-13,Espaço Bombarda,Apartamento,3.0,6,"Rua Bombarda, 36",1100-100,Arroios,rua bombarda,rua da bombarda,done,2019,3,36.0,"rua da bombarda, 36",38.720296,-9.1340629
92722/AL,2019-03-13,Lisbon Stay at Roma Boulevard,Apartamento,3.0,6,"Avenida Roma, 23",1000-262,Areeiro,avenida roma,avenida de roma,done,2019,3,23.0,"avenida de roma, 23",38.7443341,-9.1394898
92777/AL,2019-03-14,Morgan - Jupiter Serviced Apartments,Apartamento,1.0,2,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,3,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
92779/AL,2019-03-14,Morgan - Jupiter Serviced Apartments,Apartamento,2.0,4,"Rua Rodrigo da Fonseca, 15",1250-189,Santo António,rua rodrigo da fonseca,rua rodrigo da fonseca,done,2019,3,15.0,"rua rodrigo da fonseca, 15",38.7205855,-9.1513421
92783/AL,2019-03-14,Feels Like Home Estrela Garden,Apartamento,2.0,4,"Rua Doutor Teófilo Braga, 2",1200-654,Estrela,rua doutor teófilo braga,rua dr teófilo braga,done,2019,3,2.0,"rua dr teófilo braga, 2",38.71286389999999,-9.1574206
92785/AL,2019-03-14,Oren Yona,Apartamento,2.0,5,Rua do Passadiço,1150-092,Santo António,rua do passadiço,rua do passadiço,done,2019,3,,rua do passadiço,38.7217705,-9.1437132
92786/AL,2019-03-14,Green Corner House,Estabelecimento de hospedagem,10.0,10,"Avenida Fontes Pereira de Melo, 15",1050-115,Avenidas Novas,avenida fontes pereira de melo,avenida fontes pereira de melo,done,2019,3,15.0,"avenida fontes pereira de melo, 15",38.7290804,-9.1479924
92787/AL,2019-03-14,Graça Apartment,Apartamento,2.0,4,"Rua Beatas, 36",1170-052,São Vicente,rua beatas,rua das beatas,done,2019,3,36.0,"rua das beatas, 36",38.71901,-9.128987
92788/AL,2019-03-14,Penha'Lice,Apartamento,3.0,6,"Rua Penha de França, 104",1170-307,Penha de França,rua penha de frança,rua da penha de frança,done,2019,3,104.0,"rua da penha de frança, 104",38.7239324,-9.1293628
92789/AL,2019-03-14,Lisbon Stay at Santo Antonio Modern Flat,Apartamento,2.0,4,"Rua Carrião, 22",1150-094,Santo António,rua carrião,rua do carrião,done,2019,3,22.0,"rua do carrião, 22",38.7205306,-9.1431398
92790/AL,2019-03-14,Be Together Apê LX,Apartamento,4.0,6,"Rua Doutor António Granjo, 5",1070-089,São Domingos de Benfica,rua doutor antónio granjo,rua dr antónio granjo,done,2019,3,5.0,"rua dr antónio granjo, 5",38.7397924,-9.1648186
92835/AL,2019-03-15,Casa dos três anjos,Apartamento,3.0,5,"Rua Cabo, 84",1250-054,Campo de Ourique,rua cabo,rua do cabo,done,2019,3,84.0,"rua do cabo, 84",38.7193061,-9.1612715
92838/AL,2019-03-15,Astonmartin Luxry Apartment,Apartamento,2.0,3,"Travessa Freiras a Arroios, 6",1000-161,Arroios,travessa freiras a arroios,travessa das freiras a arroios,done,2019,3,6.0,"travessa das freiras a arroios, 6",38.735,-9.1357902
92860/AL,2019-03-15,Cecilio de Sousa AL,Apartamento,1.0,2,"Rua Cecílio de Sousa, 33",1200-099,Santo António,rua cecílio de sousa,rua cecílio de sousa,done,2019,3,33.0,"rua cecílio de sousa, 33",38.7156251,-9.150167
92861/AL,2019-03-15,BENFORMOSO BRIGHT&COMPHY,Apartamento,2.0,4,Rua Benformoso,1100-084,Santa Maria Maior,rua benformoso,rua do benformoso,done,2019,3,,rua do benformoso,38.7181332,-9.1349974
92862/AL,2019-03-15,Lisbon Suite House,Apartamento,3.0,3,"Rua Tomás Ribeiro, 43",1050-225,Arroios,rua tomás ribeiro,rua tomás ribeiro,done,2019,3,43.0,"rua tomás ribeiro, 43",38.7304728,-9.1463028
92863/AL,2019-03-15,Best Choice Apartment,Apartamento,3.0,4,"Rua António Lopes Ribeiro, 7",1750-312,Lumiar,rua antónio lopes ribeiro,rua antónio lopes ribeiro,done,2019,3,7.0,"rua antónio lopes ribeiro, 7",38.7673647,-9.1537061
92915/AL,2019-03-16,João Amaral,Apartamento,5.0,6,"Rua João Amaral, 22.1.1",1750-423,Santa Clara,rua joão amaral,rua joão amaral,done,2019,3,1.0,"rua joão amaral, 1",38.782356,-9.153765
92916/AL,2019-03-16,7ª Colina,Apartamento,3.0,6,"Calçada Poço dos Mouros, 30",1170-318,Penha de França,calçada poço dos mouros,calçada do poço dos mouros,done,2019,3,30.0,"calçada do poço dos mouros, 30",38.7312736,-9.1307167
92917/AL,2019-03-16,28th Downtown Lisbon Apartment,Apartamento,2.0,4,"Rua Crucifixo, 6",1100-182,Santa Maria Maior,rua crucifixo,rua do crucifixo,done,2019,3,6.0,"rua do crucifixo, 6",38.7094277,-9.1384481
92918/AL,2019-03-16,Baixa 3,Apartamento,3.0,6,"Rua Sapateiros, 76",1100-576,Santa Maria Maior,rua sapateiros,rua dos sapateiros,done,2019,3,76.0,"rua dos sapateiros, 76",38.7105874,-9.1380294
92919/AL,2019-03-16,Liberty Calling,Apartamento,3.0,6,"Rua Santa Marta, 4",1150-295,Santo António,rua santa marta,rua de santa marta,done,2019,3,4.0,"rua de santa marta, 4",38.7211359,-9.1446175
92920/AL,2019-03-16,Penha de França,Apartamento,4.0,7,"Rua Penha de França, 93",1170-307,Penha de França,rua penha de frança,rua da penha de frança,done,2019,3,93.0,"rua da penha de frança, 93",38.7238703,-9.1295289
92921/AL,2019-03-16,Enjoy Liberty,Apartamento,3.0,4,"Travessa Parreiras, 49",1150-250,Santo António,travessa parreiras,travessa das parreiras,done,2019,3,49.0,"travessa das parreiras, 49",38.7224324,-9.1451188
92923/AL,2019-03-16,Lx Art Flats | Flat One,Estabelecimento de hospedagem,4.0,6,"Rua Doutor João Couto, 27",1500-236,Benfica,rua doutor joão couto,rua dr joão couto,done,2019,3,27.0,"rua dr joão couto, 27",38.751588,-9.1892446
92925/AL,2019-03-16,Casa da Armada,Apartamento,5.0,6,"Rua Prior Crato, 14",1350-261,Estrela,rua prior crato,rua prior do crato,done,2019,3,14.0,"rua prior do crato, 14",38.7055641,-9.1710976
92926/AL,2019-03-16,Marlice1,Apartamento,3.0,6,"Rua Penha de França, 104",1170-307,Penha de França,rua penha de frança,rua da penha de frança,done,2019,3,104.0,"rua da penha de frança, 104",38.7239324,-9.1293628
92927/AL,2019-03-16,Marlice2,Apartamento,3.0,6,"Rua Penha de França, 104",1170-307,Penha de França,rua penha de frança,rua da penha de frança,done,2019,3,104.0,"rua da penha de frança, 104",38.7239324,-9.1293628
92928/AL,2019-03-16,Rato Cozy,Apartamento,5.0,8,"Rua Sol ao Rato, 23",1250-261,Campo de Ourique,rua sol ao rato,rua do sol ao rato,done,2019,3,23.0,"rua do sol ao rato, 23",38.7196562,-9.1581632
92929/AL,2019-03-16,Charming Belém Apartment,Apartamento,2.0,3,"Rua General Massano de Amorim, 19",1300-270,Ajuda,rua general massano de amorim,rua general massano de amorim,done,2019,3,19.0,"rua general massano de amorim, 19",38.7024793,-9.2005273
92993/AL,2019-03-19,Downtown Twin Apartment,Apartamento,1.0,2,"Rua Cardal A São José, 24",1150-090,Santo António,rua cardal a são josé,rua de são josé,done,2019,3,24.0,"rua de são josé, 24",38.7205032,-9.1438601
92998/AL,2019-03-19,Martim Moniz 1,Apartamento,6.0,6,"Rua Arco da Graça, 28",1150-051,Santa Maria Maior,rua arco da graça,rua do arco da graça,done,2019,3,28.0,"rua do arco da graça, 28",38.7165345,-9.1370624
93/AL,2014-11-27,Vue Sur Lisbonne,Apartamento,1.0,2,"Travessa Alcaide, 12",1200-013,Misericórdia,travessa alcaide,travessa do alcaide,done,2014,11,12.0,"travessa do alcaide, 12",38.7102178,-9.14915
93011/AL,2019-03-19,Marquês de Pombal Deluxe,Apartamento,8.0,10,Rua Martens Ferrão,1050-160,Avenidas Novas,rua martens ferrão,rua martens ferrão,done,2019,3,,rua martens ferrão,38.7293848,-9.148338
93012/AL,2019-03-19,Loft,Apartamento,2.0,4,"Rua Silva Carvalho, 307",1250-252,Campo de Ourique,rua silva carvalho,rua silva carvalho,done,2019,3,307.0,"rua silva carvalho, 307",38.7219134,-9.160728
93013/AL,2019-03-19,Largo dos Arautos,Apartamento,4.0,6,"Largo Arautos, 3, 3A e 3B 4",1990-221,Parque das Nações,largo arautos,largo dos arautos,done,2019,3,4.0,"largo dos arautos, 4",38.7599168,-9.0960007
93053/AL,2019-03-20,Santa Isabel Quiet Apartment in Charming Neighborhood,Apartamento,4.0,6,"Rua Santa Isabel, 152",1250-208,Campo de Ourique,rua santa isabel,rua de santa isabel,done,2019,3,152.0,"rua de santa isabel, 152",38.7181412,-9.1581775
93057/AL,2019-03-20,MISHASPLACE CAIS DO SODRE,Apartamento,2.0,4,"Travessa Ribeira Nova, 24",1200-377,Misericórdia,travessa ribeira nova,travessa da ribeira nova,done,2019,3,24.0,"travessa da ribeira nova, 24",38.7075683,-9.1454333
93098/AL,2019-03-21,Anjos Dream House,Apartamento,2.0,4,"Avenida Almirante Reis, 81",1000-048,Arroios,avenida almirante reis,avenida almirante reis,done,2019,3,81.0,"avenida almirante reis, 81",38.72760210000001,-9.1350447
93099/AL,2019-03-21,Shar Salitre,Estabelecimento de hospedagem,8.0,16,"Rua Salitre, 140",1250-204,Santo António,rua salitre,rua do salitre,done,2019,3,140.0,"rua do salitre, 140",38.719945,-9.1522466
93100/AL,2019-03-21,Shar Salitre,Estabelecimento de hospedagem,10.0,18,"Rua Salitre, 140",1250-204,Santo António,rua salitre,rua do salitre,done,2019,3,140.0,"rua do salitre, 140",38.719945,-9.1522466
93101/AL,2019-03-21,Saldanha Apartment,Apartamento,4.0,8,"Rua Tomás Ribeiro, 41",1050-225,Arroios,rua tomás ribeiro,rua tomás ribeiro,done,2019,3,41.0,"rua tomás ribeiro, 41",38.7304346,-9.1460665
93102/AL,2019-03-21,Dehbnokri,Apartamento,6.0,3,Rua 4,1350-266,Campo de Ourique,rua,rua do quatro de infantaria,manual,2019,3,4.0,"rua do quatro de infantaria, 4",38.7167673,-9.1646755
93103/AL,2019-03-21,Castañeda,Apartamento,8.0,12,Rua Telhal,1150-346,Santo António,rua telhal,rua do telhal,done,2019,3,,rua do telhal,38.7196128,-9.1423438
93105/AL,2019-03-21,Saskia Apartment,Apartamento,1.0,2,"Rua São José, 43",1150-321,Santo António,rua são josé,rua de são josé,done,2019,3,43.0,"rua de são josé, 43",38.7204884,-9.1439613
93116/AL,2019-03-21,Stunning View Estrela,Apartamento,1.0,2,"Travessa São Plácido, 16",1200-853,Campo de Ourique,travessa são plácido,travessa de são plácido,done,2019,3,16.0,"travessa de são plácido, 16",38.7150474,-9.1562546
93155/AL,2019-03-22,Vista Del Rio,Apartamento,2.0,4,"Rua Leite de Vasconcelos, 1",1170-197,São Vicente,rua leite de vasconcelos,rua leite de vasconcelos,done,2019,3,1.0,"rua leite de vasconcelos, 1",38.7178494,-9.1229013
93157/AL,2019-03-22,Central Hostel,Estabelecimento de hospedagem-Hostel,26.0,26,"Rua Guiné, 18",1170-172,Arroios,rua guiné,rua da guiné,done,2019,3,18.0,"rua da guiné, 18",38.7269244,-9.1333636
93168/AL,2019-03-22,Cozinha Economica 12,Apartamento,2.0,3,"Rua Cozinha Económica, 12",1300-149,Alcântara,rua cozinha económica,rua da cozinha económica,done,2019,3,12.0,"rua da cozinha económica, 12",38.7031556,-9.1763693
93169/AL,2019-03-22,Mario Cesariny 7,Apartamento,2.0,4,"Rua Mário Cesariny, 7",1600-313,Avenidas Novas,rua mário cesariny,rua mário cesariny,done,2019,3,7.0,"rua mário cesariny, 7",38.7468736,-9.1526748
93170/AL,2019-03-22,Casa Newton,Estabelecimento de hospedagem,3.0,3,"Rua Newton, 6",1170-276,Arroios,rua newton,rua newton,done,2019,3,6.0,"rua newton, 6",38.72803390000001,-9.1335798
93171/AL,2019-03-22,Seasonconcept 4,Apartamento,1.0,2,"Travessa Paz, 9",1200-759,Estrela,travessa paz,travessa da paz,done,2019,3,9.0,"travessa da paz, 9",38.70615045991648,-9.16130356869888
93172/AL,2019-03-22,Liberdade 40 Flat,Apartamento,2.0,4,"Avenida Liberdade, 40",1250-145,Santo António,avenida liberdade,avenida da liberdade,done,2019,3,40.0,"avenida da liberdade, 40",38.71834,-9.1433448
93173/AL,2019-03-22,Apartamento SOL,Apartamento,2.0,4,"Rua Sol A Chelas, 72",1900-423,Penha de França,rua sol a chelas,rua do sol a chelas,done,2019,3,72.0,"rua do sol a chelas, 72",38.7319135,-9.1274095
93216/AL,2019-03-23,ARROIOS II,Apartamento,4.0,8,"Rua Capitão Renato Baptista, 58",1150-087,Arroios,rua capitão renato baptista,rua capitão renato baptista,done,2019,3,58.0,"rua capitão renato baptista, 58",38.7215864,-9.136648
93218/AL,2019-03-23,Light Filled Apartment SH2dt,Apartamento,2.0,3,"Rua Cruz de Santa Helena, 8",1100-189,São Vicente,rua cruz de santa helena,cruz de santa helena,done,2019,3,8.0,"cruz de santa helena, 8",38.713671,-9.1278
93220/AL,2019-03-23,Escritório,Apartamento,2.0,4,"Rua Fanqueiros, 196",1100-232,Santa Maria Maior,rua fanqueiros,rua dos fanqueiros,done,2019,3,196.0,"rua dos fanqueiros, 196",38.7116656,-9.1362544
93221/AL,2019-03-23,Conde Redondo,Apartamento,2.0,4,"Rua Conde Redondo, 4",1150-105,Arroios,rua conde redondo,rua do conde de redondo,done,2019,3,4.0,"rua do conde de redondo, 4",38.7278648,-9.1430128
93224/AL,2019-03-23,Lisbon Charming Apartment and Terrace,Apartamento,2.0,4,"Rua Cecílio de Sousa, 41",1200-099,Santo António,rua cecílio de sousa,rua cecílio de sousa,done,2019,3,41.0,"rua cecílio de sousa, 41",38.7157761,-9.1503102
93225/AL,2019-03-23,Yoga Light Apartment,Quartos,2.0,4,"Rua Francisco Metrass, 64",1350-146,Campo de Ourique,rua francisco metrass,rua francisco metrass,done,2019,3,64.0,"rua francisco metrass, 64",38.7199678,-9.1664176
93228/AL,2019-03-23,A Ponte Av Liberdade,Apartamento,10.0,10,"Avenida Liberdade, 11",1250-139,Santo António,avenida liberdade,avenida da liberdade,done,2019,3,11.0,"avenida da liberdade, 11",38.7165153,-9.143058
93299/AL,2019-03-26,Luz de Lisboa,Apartamento,2.0,5,"Rua Pedro Nunes, 23",1050-169,Avenidas Novas,rua pedro nunes,rua pedro nunes,done,2019,3,23.0,"rua pedro nunes, 23",38.7322848,-9.1484545
93302/AL,2019-03-26,Casa Lapa,Apartamento,2.0,4,"Rua Remédios à Lapa, 25",1200-783,Estrela,rua remédios à lapa,rua dos remédios à lapa,done,2019,3,25.0,"rua dos remédios à lapa, 25",38.7089887,-9.1603128
93320/AL,2019-03-26,F&A Family Housing Portugal,Apartamento,2.0,3,"Travessa Arco da Graça, 3",1150-052,Santa Maria Maior,travessa arco da graça,travessa do arco da graça,done,2019,3,3.0,"travessa do arco da graça, 3",38.7156815,-9.1373346
93321/AL,2019-03-26,Lisbon Lovely House - Historic Center,Apartamento,3.0,6,"Travessa Forno do Torel, 4",1150-161,Arroios,travessa forno do torel,travessa do forno do torel,done,2019,3,4.0,"travessa do forno do torel, 4",38.7191796,-9.1402487
93322/AL,2019-03-26,Art- Deco Apartment in Belém III,Apartamento,5.0,9,"Rua Bica do Marquês, 39",1300-087,Ajuda,rua bica do marquês,rua da bica do marquês,done,2019,3,39.0,"rua da bica do marquês, 39",38.7046317,-9.1985947
93323/AL,2019-03-26,Renovated 2-Bed With Amazing Views,Apartamento,2.0,4,"Rua Barão Monte Pedral, 7",1170-038,São Vicente,rua barão monte pedral,rua do barão de monte pedral,done,2019,3,7.0,"rua do barão de monte pedral, 7",38.7203601,-9.1211468
93376/AL,2019-03-27,Turkish Style Hostel,Estabelecimento de hospedagem-Hostel,41.0,64,"Avenida Almirante Reis, 59",1150-011,Arroios,avenida almirante reis,avenida almirante reis,done,2019,3,59.0,"avenida almirante reis, 59",38.7254819,-9.1352484
93377/AL,2019-03-27,Graça Palece With Pool Garden,Apartamento,5.0,9,"Rua Senhora Glória, 101",1170-352,São Vicente,rua senhora glória,rua da senhora da glória,done,2019,3,101.0,"rua da senhora da glória, 101",38.7204391,-9.1282348
93379/AL,2019-03-27,Lisbon Apartment,Apartamento,2.0,4,"Rua São Sebastião da Pedreira, 10",1050-208,Avenidas Novas,rua são sebastião da pedreira,rua de são sebastião da pedreira,done,2019,3,10.0,"rua de são sebastião da pedreira, 10",38.7291223,-9.1485937
93380/AL,2019-03-27,Sommer de Mello,Apartamento,2.0,4,"Avenida Mouzinho de Albuquerque, 24",1170-263,Penha de França,avenida mouzinho de albuquerque,avenida mouzinho de albuquerque,done,2019,3,24.0,"avenida mouzinho de albuquerque, 24",38.72920999999999,-9.1257287
93381/AL,2019-03-27,My Beato Apartement,Apartamento,2.0,4,"Calçada Picheleira, 53",1900-367,Beato,calçada picheleira,calçada da picheleira,done,2019,3,53.0,"calçada da picheleira, 53",38.738544,-9.1199029
93442/AL,2019-03-28,Perfect Stay in Lisbon,Apartamento,4.0,6,"Rua Penha de França, 123",1170-302,Penha de França,rua penha de frança,rua da penha de frança,done,2019,3,123.0,"rua da penha de frança, 123",38.725148,-9.129922600000002
93443/AL,2019-03-28,ADL1-5D,Apartamento,3.0,6,"Avenida Duque Loulé, 1",1050-085,Arroios,avenida duque loulé,avenida duque de loulé,done,2019,3,1.0,"avenida duque de loulé, 1",38.7290306,-9.1437292
93444/AL,2019-03-28,LR em Lisboa,Apartamento,2.0,4,Avenida Engenheiro Duarte Pacheco - Nº 5,1070-100,Santo António,avenida engenheiro duarte pacheco -,avenida engenheiro duarte pacheco,done,2019,3,5.0,"avenida engenheiro duarte pacheco, 5",38.7246667,-9.1569882
93445/AL,2019-03-28,Old Town Príncipe Real,Apartamento,1.0,2,"Rua Cecílio de Sousa, 51",1200-098,Santo António,rua cecílio de sousa,rua cecílio de sousa,done,2019,3,51.0,"rua cecílio de sousa, 51",38.7159403,-9.1501779
93446/AL,2019-03-28,Casa do Principezinho,Apartamento,2.0,4,"Rua Morais Soares, 136",1900-350,Arroios,rua morais soares,rua morais soares,done,2019,3,136.0,"rua morais soares, 136",38.7334892,-9.1327524
93447/AL,2019-03-28,Luxurious 2-Bed in City Center,Apartamento,2.0,4,"Avenida Duque Loulé, 94",1050-092,Santo António,avenida duque loulé,avenida duque de loulé,done,2019,3,94.0,"avenida duque de loulé, 94",38.72698889999999,-9.1469264
93506/AL,2019-03-29,Daniel Saldanha Resendes,Apartamento,3.0,6,"Rua Zambeze, 5",1990-069,Parque das Nações,rua zambeze,rua do zambeze,done,2019,3,5.0,"rua do zambeze, 5",38.7772502,-9.0958847
93507/AL,2019-03-29,Terrace Tree Liverpool,Apartamento,8.0,9,"Rua Cidade Liverpool, 4",1170-097,Arroios,rua cidade liverpool,rua cidade de liverpool,done,2019,3,4.0,"rua cidade de liverpool, 4",38.7285414,-9.1329728
93509/AL,2019-03-29,Casa Francesa,Apartamento,2.0,4,"Rua São Bento, 149",1200-817,Estrela,rua são bento,rua de são bento,done,2019,3,149.0,"rua de são bento, 149",38.7146754,-9.1539562
